"","who_retweet","who_post"
"4381","sam4wong","Politics_co_uk"
"4382","DearsonWinyard","Politics_co_uk"
"4383","mrfordpolitics","Politics_co_uk"
"4384","oohincensed","Politics_co_uk"
"4385","oohincensed","Politics_co_uk"
"4386","Kat4PR","Politics_co_uk"
"4387","121Visas","Politics_co_uk"
"4388","chris_coltrane","Politics_co_uk"
"4389","121Visas","Politics_co_uk"
"4390","Stevo_Atkinson","Politics_co_uk"
"4391","dc_stevens","Politics_co_uk"
"4392","BritCits","Politics_co_uk"
"4393","sam4wong","Politics_co_uk"
"4394","sam4wong","Politics_co_uk"
"4395","gemma_pinyol","Politics_co_uk"
"4396","Elliot__Page","Politics_co_uk"
"4397","Prisonwatchint","Politics_co_uk"
"4398","Floripedes","Politis_fr"
"4402","juliamercier","PositiveNewsUK"
"4403","BillionsRising","PositiveNewsUK"
"4404","wordsallowed","PositiveNewsUK"
"4405","VeroMistiaen","PositiveNewsUK"
"4406","Sirbasjoe","PostTV"
"4407","AdamOutside","Potentia_Space"
"4408","AfgRefugees","Presseurop"
"4409","Bordercrim","Presseurop"
"4410","canisgallicus","Presseurop"
"4411","eigidi","Presseurop"
"4412","er1cmau","Presseurop"
"4413","horia_victor","Presseurop"
"4414","VigieEurope","PresseuropFR"
"4415","Ilialami","PresseuropFR"
"4416","calumsmac","PriscillaJudd"
"4417","costajoaoda","ProEuropa_GB"
"4418","libdemwasjailed","ProPublica"
"4419","Matze_Weber","ProSyn"
"4420","MissAceOfNades","ProjectCasting"
"4421","CMCMFIN","PropertyWire"
"4422","NickNoLettingGo","PropertyWire"
"4423","FinneganAssoc","PropertyWire"
"4424","sam4wong","PropertyWire"
"4425","DearsonWinyard","PropertyWire"
"4426","Andrew_ComRes","PubAffairs"
"4427","sam4wong","Public_Finance_"
"4428","roseslw","PukkahPunjabi"
"4429","Captain_Bhangra","PukkahPunjabi"
"4430","madomasi","PukkahPunjabi"
"4432","snowballthrower","Pushtweeting"
"4433","Competia","QSRweb"
"4434","fleming77","RAFExChief"
"4435","physicsteacher","RANDCorporation"
"4436","dc_stevens","RDarlo"
"4437","sam4wong","REFCardiffVG"
"4438","Texastweetybird","RMConservative"
"4439","frpeterpreble","RNS"
"4440","MigrantVoiceUK","RT@AsylumWelcome"
"4441","MelissaKaijuka","RT@BBCBreaking"
"4442","MigrantVoiceUK","RT@ColinYeo1"
"4443","DavidPriceUCL","RT@ConversationUK"
"4444","GCGATOR24","RT@Drudge_Siren"
"4446","Tanya_Banya","RT@HuffPostCanada"
"4447","m_sherrington","RT@HugoBeB"
"4448","MigrantVoiceUK","RT@IPPR"
"4449","MigrantVoiceUK","RT@Immigration365"
"4450","MigrantVoiceUK","RT@Immigration365"
"4451","MigrantVoiceUK","RT@LeeJasper"
"4452","MigrantVoiceUK","RT@MigrantRightsIR"
"4453","mrsverypicky","RT@NHAparty"
"4455","samtrotman","RT@OBRUK_1"
"4456","MigrantVoiceUK","RT@OanaRomocea"
"4457","MigrantVoiceUK","RT@Politics_co_uk"
"4458","JohnEGlover","RT@Politics_co_uk"
"4459","xvillalba1","RT@RichardCruzC"
"4460","MigrantVoiceUK","RT@SpeakersChair"
"4461","GlobalImmigrant","RT@TheMigrationist"
"4462","MigrantVoiceUK","RT@UkImmigMagazine"
"4463","MigrantVoiceUK","RT@andybell5news"
"4464","von912","RT@centex912"
"4465","MigrantVoiceUK","RT@donflynnmrn"
"4466","Boston_Rabbit","RT@hrtbps"
"4467","MigrantVoiceUK","RT@immigrationbot"
"4468","MigrantVoiceUK","RT@immigrationbot"
"4469","eminabq","RT@m_clem"
"4470","MigrantVoiceUK","RT@newint"
"4471","Lynestel","RT@nickbutterly"
"4472","MigrantVoiceUK","RT@sam4wong"
"4473","MigrantVoiceUK","RT@steveplrose"
"4474","MigrantVoiceUK","RT@sturdyAlex"
"4475","abandonedgloves","RT@sturdyAlex"
"4476","GlobalImmigrant","RT@thom_brooks"
"4477","nanalovehyuk","RT@tomozuki1"
"4478","MigrantVoiceUK","RT@vittoriolonghi"
"4479","MigrantVoiceUK","RT@zuzpav"
"4577","DukeUbongAta","RT""@AndyBennett89"
"4578","zeynib","RT""@BBCAfrica"
"4579","EnglishIsALie","RT""@BBCBreaking"
"4580","DJ_Nicol","RT""@BBCBreaking"
"4581","ricardonotes","RT""@CMSnewyork"
"4582","RAGGreen28","RT""@DavidCoburnUKip"
"4584","daisy_spring","RT""@DearDaveandNick"
"4585","Ficahzo","RT""@EbukaAkara"
"4586","ricardonotes","RT""@ErwindeLeon"
"4587","rshankar2014","RT""@IBNLiveRealtime"
"4588","SVDiDDY","RT""@IFukedPrecious"
"4589","GOT_bluejock","RT""@LouiseMensch"
"4590","NassiraELM","RT""@MorganeBravo"
"4591","EnamHaque3","RT""@PukkahPunjabi"
"4592","EnamHaque3","RT""@PukkahPunjabi"
"4593","Papie_Akebet","RT""@SenzoDhlomo"
"4594","MigrantVoiceUK","RT""@SkyNews"
"4595","Mack90Lucas","RT""@Sportive23_"
"4597","ricardonotes","RT""@WendyDC5"
"4598","ardisetiaku_Vht","RT""@adiiyulianto"
"4599","ricardonotes","RT""@americasvoice"
"4600","england811","RT""@davidjones720"
"4601","MRatie","RT""@dodeelicious"
"4602","ricardonotes","RT""@ezraklein"
"4603","shazree24","RT""@feezychong"
"4604","Matt_Smally","RT""@jimwaterson"
"4605","erika_solo","RT""@liputan6dotcom"
"4606","cakmul2","RT""@liputan6dotcom"
"4607","mzidube26","RT""@maNkomo16"
"4608","ricardonotes","RT""@pwolgin"
"4609","niteshbansal79","RT""@raju"
"4610","HappsHealthHome","RT+@alxchrstnsn"
"4611","scottspivey","RT@AP"
"4612","N_ata6ha","RT@AdrianaStuijt"
"4613","ricardonotes","RT@AliceOllstein"
"4614","dymidowska","RT@BadboyBNP"
"4615","GJustGarrett","RT@CommonsBBCom"
"4616","JonRidge","RT@DMReporter"
"4617","EbraUsuff","RT@DailyMailUK"
"4618","SuzanneEvans1","RT@DavidCoburnUKip"
"4619","europatweets","RT@DavidHeadViews"
"4620","greedypeach","RT@DerrenBrown"
"4621","huwjordan","RT@DexNott"
"4622","ArmanDoc_","RT@Federation"
"4623","HBDBibliography","RT@Fjordman1"
"4624","fascistCOW","RT@HackneyAbbott"
"4625","brightblack76","RT@HuffPostUKCom"
"4626","ukipteesside","RT@Iainmckie_UKIP"
"4627","FelixZijwaards","RT@Iainmckie_UKIP"
"4628","ConneelyD","RT@Independent"
"4629","blaise_paddy","RT@Jabulani_21"
"4630","benamunwa","RT@JackCalway"
"4631","europatweets","RT@JohnRentoul"
"4632","shaistaAziz","RT@JonathanHaynes"
"4633","bcm010","RT@LukaszukMLA"
"4634","PLinAustria","RT@MSZ_RP"
"4635","manny_fresco_","RT@MacMiller"
"4637","soniarolley","RT@MushamukaD"
"4638","TJandBanjo","RT@NicholasPegg"
"4639","PetersWooll","RT@Politics_co_uk"
"4640","WilliamPowellAM","RT@Politics_co_uk"
"4641","ricfouad","RT@Prison_Health"
"4643","Mariko884","RT@PukkahPunjabi"
"4644","ukipteesside","RT@RedStand"
"4645","albertjohn","RT@SPIEGEL_English"
"4646","debmattinson","RT@Skapinker"
"4647","avalidnerd","RT@Telegraph"
"4648","ParizadN","RT@TelegraphNews"
"4649","ukipteesside","RT@Tim_Aker"
"4650","StolzAuslander","RT@Tmrw_can_wait"
"4651","HBDBibliography","RT@TradBritGroup"
"4652","NiliMajumder","RT@UN"
"4653","NiliMajumder","RT@UN"
"4654","ProfMESmith","RT@Usherwood"
"4655","WorkersMonthly","RT@WorkersMonthly"
"4656","ValhallaSam","RT@YahooNewsUK"
"4657","williamjordann","RT@YouGov"
"4658","ProfMESmith","RT@a_kere"
"4659","JMikeSmith","RT@blakehounshell"
"4660","HBDBibliography","RT@countenanceblog"
"4661","ricardonotes","RT@dkbib"
"4662","lucio_brignoli","RT@electionista"
"4663","PointGreenz","RT@electionista"
"4664","SCANDOY","RT@ftwestminster"
"4665","LadyMyler","RT@gabyhinsliff"
"4666","alanmxyzptlk","RT@guardian"
"4667","Uda_Yandi","RT@iMeL_HanJaeMin"
"4668","MonadeBerlin","RT@itsmenanice"
"4669","AyoeOviie","RT@luga_lau"
"4670","PLinAustria","RT@maw75"
"4671","ProfMESmith","RT@ottocrat"
"4672","LouBanerjee","RT@oundlegeog"
"4673","gopalisation","RT@politicshome"
"4674","vhirsch","RT@pvesterbacka"
"4675","christinazaba","RT@raycorrigan"
"4676","PLinAustria","RT@safianik"
"4677","SLATUKIP","RT@sam_day82"
"4678","NatureIco","RT@seafarer1847"
"4679","ricardonotes","RT@tedhesson"
"4680","yourhomeplanet","RT@timesofindia"
"4681","BuryEmmanuel","RTBF"
"4682","otrevlanauh","RT_com"
"4683","pangallion","RT_com"
"4684","daviesninefour","RT_com"
"4685","newspalmique","RT_com"
"4686","benrestless","RT_com"
"4687","newspalmique","RT_com"
"4688","Pastapas","RT_com"
"4689","newspalmique","RT_com"
"4690","speexx","RT_com"
"4691","newspalmique","RT_com"
"4692","otrevlanauh","RT_com"
"4693","kathiebennett","RT_com"
"4694","MSavarese","RT_com"
"4695","otrevlanauh","RT_com"
"4696","der_bluthund","RT_com"
"4697","Time2WakeUpNews","RT_com"
"4698","newspalmique","RT_com"
"4699","BetterOffOut","RT_com"
"4700","rashedfarooq","RT_com"
"4701","otrevlanauh","RT_com"
"4702","newspalmique","RT_com"
"4703","martijnheeroma","RT_com"
"4704","2020CHRISTOF","RT_com"
"4705","CallingEngland","RT_com"
"4706","newspalmique","RT_com"
"4707","otrevlanauh","RT_com"
"4708","kilogfinews","RT_com"
"4709","newspalmique","RT_com"
"4710","akc_3000","RT_com"
"4711","vallesana","RT_com"
"4712","Emveepee1","RT_com"
"4713","otrevlanauh","RT_com"
"4714","elisabet_ar","RT_com"
"4715","DannyDoes","RT_com"
"4716","syndicalisms","RT_com"
"4718","jima00","RTaylor_MEP"
"4719","WojciechGolecki","RTaylor_MEP"
"4720","Pititpepla","RadioCanadaInfo"
"4721","London_Places","RafflesMedia_UK"
"4722","msolution","Rahul_ibn"
"4723","IBNMoney_com","Rahul_ibn"
"4724","AJStream","Ramisms"
"4725","NewEnglandite","RaniaKhalek"
"4726","lugus35","RaphLeclerc"
"4727","Own_Your_Future","RawStory"
"4728","redjolly1","RealFareUK"
"4729","KamBass","RealFareUK"
"4730","jrook51","RealJTP"
"4731","YildirimNews","Reasonmag"
"4732","OpPinkPower","RebelUK2013"
"4733","OpPinkPower","RebelUK2013"
"4735","EverythingUKIP","RedHotSquirrel"
"4736","WorthingUKIP","RedStand"
"4737","jayofmeth","RedStand"
"4738","scottpreston32","RedStand"
"4740","commonpatriot","RedState"
"4742","andy_s_64","RefugeeOnline"
"4743","RSI","Reihan"
"4744","IsabelFramer","ReinventorsNet"
"4745","CWS_global","ReligPolitics"
"4746","Publimetro","RenewingAmerica"
"4747","PINKPwrRanger_5","RepJackKimble"
"4748","WashingtonDCTea","RepPaulRyan"
"4749","WashingtonDCTea","RepPaulRyan"
"4750","WashingtonDCTea","RepPaulRyan"
"4751","MaryWells11","ResistanceUnite"
"4752","slackadjuster","Reuters"
"4753","TheSquareMile","Reuters"
"4754","TheSquareMile","Reuters"
"4755","TheSquareMile","Reuters"
"4756","BetterOffOut","Reuters"
"4757","7HenriettaSt","Reuters"
"4758","TheSquareMile","Reuters"
"4759","TheSquareMile","Reuters"
"4761","ricardonotes","ReutersWorld"
"4762","Andromeda_News","RevolutionUK_"
"4763","Whistle_News","RevolutionUK_"
"4764","Daily_Kripton","RevolutionUK_"
"4765","Puzzle_News","RevolutionUK_"
"4766","Alternate_News","RevolutionUK_"
"4767","Puzzle_News","RevolutionUK_"
"4768","Whistle_News","RevolutionUK_"
"4769","Daily_Kripton","RevolutionUK_"
"4770","Alternate_News","RevolutionUK_"
"4771","Andromeda_News","RevolutionUK_"
"4772","UniversityFairs","ReyCanute"
"4773","mpbaz7115","Rh156"
"4774","OddLane","RightWingNews"
"4775","iain_00","Rigzone"
"4776","Hebarrr","RihannaUK"
"4777","trevorwood","RiscGroupUK"
"4778","GresiaRuthSiman","RiyanPebriyanto"
"4779","RizopoulosPost","RizopoulosPost"
"4780","pangallion","RobertSimpson76"
"4781","sam4wong","RochdaleOnline"
"4782","UKIPDandH","RodUkip"
"4783","stefancrisan","Roemenie"
"4784","stefancrisan","Roemenie"
"4785","tsbogdan","RoemenieAnders"
"4786","donaldgatt","RogerHelmerMEP"
"4787","juliet7e","Rosiejanele"
"4788","pperrin","Ross_Greer"
"4789","EmilyStDenny","Ross_Greer"
"4790","nadalu","RudyEngland"
"4791","miguelcper","RuiMCB"
"4792","TweetGBC","RunnymedeTrust"
"4793","si_mcmahon","RunnymedeTrust"
"4794","txclcpolicy","SABizJournal"
"4795","riserefugee","SBSNews"
"4796","ncadc","SBSisters"
"4797","Gap_Unit","SBSisters"
"4798","La_Cowan","SBSisters"
"4799","Monika_Dutt","SCPHRP"
"4800","Tigaseptember","SEBHEUPDATE"
"4801","JoycePutri","SEBHEUPDATE"
"4802","rnmmm_","SEBHEUPDATE"
"4803","popyNagita","SEBHEUPDATE"
"4804","Dzarotsoekamti","SEBHEUPDATE"
"4805","necsaa","SEBHEUPDATE"
"4806","septialesmana1","SEBHEUPDATE"
"4807","panjulajgoer","SEBHEUPDATE"
"4808","almhafanessa","SEBHEUPDATE"
"4809","Tatapratama_","SEBHEUPDATE"
"4810","necsaa","SEBHEUPDATE"
"4811","OlbaRapisha","SEBHEUPDATE"
"4812","popyNagita","SEBHEUPDATE"
"4813","bebhdulls","SEBHEUPDATE"
"4814","Aron_ramsey16","SEBHEUPDATE"
"4815","DiniMeiske","SEBHEUPDATE"
"4816","intanmaria__","SEBHEUPDATE"
"4817","Dzarotsoekamti","SEBHEUPDATE"
"4818","popyanjasia","SEBHEUPDATE"
"4819","uwimarijuana","SEBHEUPDATE"
"4820","nandaRinjani","SEBHEUPDATE"
"4821","iraaprianih","SEBHEUPDATE"
"4822","OlbaRapisha","SEBHEUPDATE"
"4823","JoycePutri","SEBHEUPDATE"
"4824","nidanuraida_","SEBHEUPDATE"
"4825","OlbaRapisha","SEBHEUPDATE"
"4826","necsaa","SEBHEUPDATE"
"4827","bebhdulls","SEBHEUPDATE"
"4828","uwimarijuana","SEBHEUPDATE"
"4829","almhafanessa","SEBHEUPDATE"
"4830","nidanuraida_","SEBHEUPDATE"
"4831","rnmmm_","SEBHEUPDATE"
"4832","intanmaria__","SEBHEUPDATE"
"4833","dyacllue","SEBHEUPDATE"
"4834","popyanjasia","SEBHEUPDATE"
"4835","popyNagita","SEBHEUPDATE"
"4836","Dzarotsoekamti","SEBHEUPDATE"
"4837","Tatapratama_","SEBHEUPDATE"
"4838","iraaprianih","SEBHEUPDATE"
"4839","JoycePutri","SEBHEUPDATE"
"4840","nandaRinjani","SEBHEUPDATE"
"4841","septialesmana1","SEBHEUPDATE"
"4842","Aron_ramsey16","SEBHEUPDATE"
"4843","workersdefense","SEIU"
"4844","CasAnnStephens","SFGate"
"4845","FRamabama","SFGate"
"4846","misesfahayek","SHKMEP"
"4847","vhfiel","SIOTW_Tweets"
"4848","8886xx","SJbluekingdom"
"4849","wonteuks","SJbluekingdom"
"4850","antirumores","SLATUKIP"
"4851","ottocrat","SLATUKIP"
"4852","SLATFascists","SLATlefties"
"4853","SLATFascists","SLATlefties"
"4854","BobbyMcLoughlin","SPIEGELONLINE"
"4855","calguimaraes","SPIEGELONLINE"
"4856","Southwoldian","SPIEGELONLINE"
"4857","Bankofisland","SPIEGELONLINE"
"4858","PeterClutton","SPIEGELONLINE"
"4859","GoldmanS_Sux","SPIEGELONLINE"
"4860","HyperObserver","SPIEGELONLINE"
"4861","andreipetre","SPIEGELONLINE"
"4862","fonseca_pinto","SPIEGELONLINE"
"4863","BleuWinkle","SPIEGELONLINE"
"4864","baveshmoorthy","SPIEGELONLINE"
"4865","WladyslawMejka","SPIEGELONLINE"
"4866","CobainSchofield","SPIEGEL_English"
"4867","CJOLars","SPIEGEL_English"
"4868","7HenriettaSt","SRTRC_England"
"4869","AwesomeComms","SRTRC_England"
"4870","oundlegeog","SS_Geography"
"4871","LankyScientist","STEMforEquality"
"4872","lillieputian","STOPTRAFFIKUK"
"4873","Scotland4me","STVNews"
"4874","wheatleymunich","SZ"
"4875","mazabro","SalmanRAlAbbasi"
"4876","emjchi","Salon"
"4877","OneCottageST","Salon"
"4878","chaz1944","Salon"
"4879","EdelGriffith","SamiraAhmedUK"
"4880","BanNgidi","SamuelSuttner"
"4881","bakedflounder","SandraFluke"
"4882","KiraAynDavis","SandraFluke"
"4883","LibDemMEPs","SarahLudfordMEP"
"4885","yodaberg","Sares_W"
"4886","kieranwatkins","Scoop_Online"
"4887","CurtisSChin","SeattleTimes"
"4888","Entrepreneurix","Seccie"
"4889","Ron_Wells","Sedo"
"4892","Mnix27","Sentletse"
"4893","Luna_Tee","Sentletse"
"4894","cb4h","Sexpression"
"4895","ShainELThomas","ShainEThomas"
"4896","Tonybirte","Shareaholic"
"4897","Paul_Schaecker","Shareaholic"
"4898","Roger_V","Shareaholic"
"4899","Johningestre","Shareaholic"
"4900","get_orf_my_land","Shareaholic"
"4901","adele_addict21","Shareaholic"
"4902","adele_addict21","Shareaholic"
"4903","DigitalUndoc","Sharehoods"
"4905","LEAPoverty","ShaunTymon"
"4906","Yyadiloh","ShepardMasocha"
"4907","JayAbner","Shikomukui"
"4908","my_leehyukjae","ShinSeba"
"4910","adekiitan","ShloerUK"
"4911","JEDIAH_7","Shortavelli"
"4913","ImmgtnAdviceSvc","Shout99Ltd"
"4914","friendsunaoc","Shoutout_UK"
"4915","DeeAtTheCarlton","ShropshireStar"
"4916","Jamestown502","ShukorBella"
"4917","AryehsSharings","Signs_of_the_Ti"
"4918","MeiThrive","SilviaDazadeRod"
"4919","ThePlumLineGS","SimonWDC"
"4920","EU_tweets","SiobhanDowling"
"4921","Aoomsn","Sjiun"
"4922","Andromeda_News","SkyNews"
"4923","Whistle_News","SkyNews"
"4924","Daily_Kripton","SkyNews"
"4925","Puzzle_News","SkyNews"
"4926","Alternate_News","SkyNews"
"4927","Jahme_Jay","SkyNews"
"4928","UKIP_Supporter","SkyNews"
"4929","sam4wong","SkyNews"
"4930","vivek_pande","SkyNews"
"4931","PeterHoskinsSky","SkyNews"
"4932","FreeUlsterman","SkyNews"
"4933","banbarkawi","SkyNews"
"4934","markwrightuk88","SkyNews"
"4935","Slydunbarus","SkyNews"
"4936","CleddauRadio","SkyNews"
"4937","SteveTea","SkyNews"
"4938","JamieSpurway","SkyNews"
"4939","PeterHoskinsSky","SkyNews"
"4940","BetterOffOut","SkyNews"
"4941","peter_woods","SkyNews"
"4942","MrSumz8","SkyNews"
"4943","sam4wong","SkyNews"
"4944","MatofKilburnia","SkyNews"
"4945","littlebytesnews","SkyNewsBreak"
"4946","19pst","SkyNewsStu"
"4948","GeneticLiteracy","Slate"
"4949","rtmarsh","SlideShare"
"4950","abhinavimmi","SlideShare"
"4951","nicobermond","SlideShare"
"4952","VisaMumbai","SlideShare"
"4953","MuireannNiR","SocialPolicyUK"
"4954","SojoImmigration","SojoCreation"
"4956","John_Teevan","SoshiTech"
"4957","lilithlela","SouthwebORG"
"4958","detumescance","SouthwebORG"
"4959","lilithlela","SouthwebORG"
"4960","lilithlela","SouthwebORG"
"4961","lilithlela","SouthwebORG"
"4962","OpPinkPower","SouthwebORG"
"4963","OpPinkPower","SouthwebORG"
"4964","OpPinkPower","SouthwebORG"
"4965","OpPinkPower","SouthwebORG"
"4966","OpPinkPower","SouthwebORG"
"4967","OpPinkPower","SouthwebORG"
"4968","OpPinkPower","SouthwebORG"
"4969","OpPinkPower","SouthwebORG"
"4970","sam4wong","SpeakersChair"
"4971","sam4wong","Spectator"
"4972","SpeshsWorld","SpeshsWorld"
"4973","SpeshsWorld","SpeshsWorld"
"4974","SpeshsWorld","SpeshsWorld"
"4975","SpeshsWorld","SpeshsWorld"
"4976","BolutifeLORDson","Sportive23_"
"4978","a_Londoner","Spunky_Kipper"
"4979","StRemeze","StRemeze"
"4981","longbettlisa","StirringTrouble"
"4982","stijbob","StirringTrouble"
"4984","RichardBarrow","Stumpy454"
"4985","Paddythedaddy","SuButcher"
"4986","rmw","SueLukes"
"4987","HenDoxs","Sum_Of_Us"
"4988","Shan_Barclay","Sum_Of_Us"
"4989","erika_p2","Sum_of_Us"
"4990","Christin_dk","Sum_of_Us"
"4991","PL14","Sum_of_Us"
"4992","rafabarbossa","Sum_of_Us"
"4993","Dee33De","Sum_of_Us"
"4994","justnbh","Sum_of_Us"
"4995","1juliegriffiths","Sum_of_Us"
"4996","Eoinbeam","Sum_of_Us"
"4997","SuzCamRa","Sum_of_Us"
"4998","BillPosy","Sum_of_Us"
"4999","DaynaDlb","Sum_of_Us"
"5000","rmulle","Sum_of_Us"
"5001","GrantNagel1","Sum_of_Us"
"5002","KiernanAntares","Sum_of_Us"
"5003","AndyOSh","Sum_of_Us"
"5004","ReikiPillows","Sum_of_Us"
"5005","mommaduck123","Sum_of_Us"
"5006","FlirtatiousLovr","Sum_of_Us"
"5007","Mole_Michael","Sum_of_Us"
"5008","megotprofile","Sum_of_Us"
"5009","DavidCrocket","Sum_of_Us"
"5010","freerebelangel","Sum_of_Us"
"5011","voodooangelrah","Sum_of_Us"
"5012","Pengalanty","Sum_of_Us"
"5013","sandjswanson","Sum_of_Us"
"5014","zamakeupartist","Sum_of_Us"
"5015","dim_chytiris","Sum_of_Us"
"5016","twistedchick","Sum_of_Us"
"5017","denisedeegan","Sum_of_Us"
"5018","Geneuwin","Sum_of_Us"
"5019","LandrumRose","Sum_of_Us"
"5020","yay_america","Sum_of_Us"
"5021","JoeWiederhold","Sum_of_Us"
"5022","suzywongster","Sum_of_Us"
"5023","marijofortis","Sum_of_Us"
"5024","tin_giun","Sum_of_Us"
"5025","theschis","Sum_of_Us"
"5026","BellaDaze","Sum_of_Us"
"5027","brydenmedia","Sum_of_Us"
"5028","VittoriaCafolla","Sum_of_Us"
"5029","Midgywidgy","Sum_of_Us"
"5030","SophHughes92","Sum_of_Us"
"5031","atomiccentre","Sum_of_Us"
"5032","AnneElk_Miss","Sum_of_Us"
"5033","melhweaver","Sum_of_Us"
"5034","brixtonart","Sum_of_Us"
"5035","frank_rijnders","Sum_of_Us"
"5036","DixieWagner","Sum_of_Us"
"5037","MamwiG","Sum_of_Us"
"5038","bflywc","Sum_of_Us"
"5039","Dave_5mith","Sum_of_Us"
"5040","TENACIOUS2005","Sum_of_Us"
"5041","Progressive_M","Sum_of_Us"
"5042","BillPosy","Sum_of_Us"
"5043","ItsSarahLiz","Sum_of_Us"
"5044","waotapu","Sum_of_Us"
"5045","JacquelineHig19","Sum_of_Us"
"5046","joan_thwaites","Sum_of_Us"
"5047","smartling","SunCurrent"
"5048","rustygreen59","SunNewsNetwork"
"5049","SussexGlobal","SussexUni"
"5051","ricardonotes","SymbolOfFreed0m"
"5052","fleming77","TBIJ"
"5053","AngryLatino","THEDMVLATINOS"
"5054","JamesDevittNYU","TIME"
"5055","godotofwar","TIME"
"5056","ricardonotes","TIME"
"5057","FurrRepertoire","TIMEIdeas"
"5058","LibertyLynx","TIMEWorld"
"5059","LibertyLynx","TIMEWorld"
"5060","LibertyLynx","TIMEWorld"
"5061","CA11T","TIMEWorld"
"5062","iEdukho","TIMEWorld"
"5063","scotsvote","TIMEWorld"
"5064","SimonWood_TNS","TNS_UK"
"5065","the_legal_hour","TNSolicitors"
"5066","pnmcdaniel","TPImmigration"
"5067","lomelinofh","TPImmigration"
"5068","ricksallinone","TPNNtweets"
"5069","no1mamma","TPNNtweets"
"5070","lizzieatfm","TPNNtweets"
"5071","LatPoliticalAve","TPRNews"
"5072","HanibalGoitom","TR_Foundation"
